srtn_cd,alias,fnd_nm,korean_fund_nm,company_cd,fnd_tp,fetched_at
K55301D51271,TDF2050_Ce,미래에셋전략배분적격TDF2050혼합자C-e,미래에셋전략배분적격TDF2050혼합자산자투자신탁종류C-e,,혼합(TDF),2026-05-29T03:51:35.329682+00:00
